"","binaire_cote_credit_2016","Cote_crédit","Marge_bénéficiaire.nette","Marge_sur_EBITDA","Marge_sur_EBIT","Rendement_sur_cap_prop","Rendement_sur_actif","ratio_ben_avt_impot_sur_frais_int","ratio_tot_dette_sur_tot_actif","ratio_tot_liab_sur_tot_actif","ratio_B_non_rep_sur_Tot_actif","ratio_Flux_de_TR_expl_sur_passif_cour","ratio_actuel","Ratio_de_liquid_réduite","Ratio_de_liquidité","Ratio_Fonds_de_roulmt_sur_ventes","ratio_Fonds_de_roulement_sur_tot_actif","Total_actif","Marge_opérationnelle"
"74","firm_inv","AA",9.2525,7.8294,0.8718,8.9378,5.1047,1.7895,12.5654,0.399313391270946,0.60863302443943,0.518928663404584,0.9866,0.6217,0.1007,-0.0379,-0.00124837950737024,41654,0.8718
"75","firm_inv","BBB",18.5038,35.4139,29.7477,19.0585,7.3572,51.6923,19.4505,0.45363951696596,0.0983347210657785,0.660988217362922,2.3133,1.4,0.8223,0.3053,0.127393838467943,13960.424,29.7477
"76","firm_inv","BBB",12.2831,73.7685,42.9257,9.1245,1.0683,1.4301,74.9534,0.865370550612562,-0.16679327807194,0.34829150973363,1.1446,0.7037,0.2551,0.4167,0.00883939976760472,3604.204,42.9257
"77","firm_inv","BBB",24.6465,55.1189,42.5299,14.9675,4.689,5.326,57.1959,0.68597068442413,-0.052238070845975,0.384806379219787,0.1341,0.1182,0.0102,-0.8976,-0.178631939792742,10151.6,42.5299
"78","firm_spec","BB",6.3205,13.1908,9.3606,22.5564,9.5743,15.6327,30.9724,0.581563459680295,-0.214615301146923,0.925898397972616,2.1692,0.9947,0.1877,0.1614,0.224882319405715,580.597,9.3606
"79","firm_spec","BB",-2.9954,25.9591,1.3335,-2.5887,-1.3236,0.4612,21.7212,0.475605629566503,-1.38183800584011,1.60843656891955,3.2628,1.3284,1.2968,0.4368,0.18084293108418,7979.3,1.3335
"80","firm_spec","B",-4.8987,7.0032,5.6713,-25.9201,-4.8085,1.3826,53.9685,0.788441465949026,-0.138018236798169,-0.0613690585428519,0.7842,0.4766,0.1072,-0.1154,-0.109845769459784,428.255,5.6713
"81","firm_inv","BBB",2.1192,7.8366,4.5101,7.6584,2.8578,4.1262,33.8309,0.621674991288187,0.143570681844581,0.438634399308557,1.4699,0.3856,0.224,0.0635,0.0947264490649321,34436,4.5101
"82","firm_inv","A",5.5728,10.5803,7.3124,21.6825,9.6135,26.65,13.9856,0.547150580519365,0.324293184436763,0.375618171362852,1.1688,0.821,0.112,0.0732,0.0650536204910042,22566,7.3124
"83","firm_inv","AA",-1.4562,10.3309,0.5718,-6.5836,-0.3964,0.1931,24.733,1,0,0.106208795680838,0.9519,0.9325,0.0947,0.0136,-0.00480532802869857,4422.799,0.5718
"84","firm_inv","AA",1.5621,13.1158,4.7392,5.148,0.6569,3.5455,8.972,1.72654404435159,0.0339431676976227,0.658037123796914,2.0144,1.0854,1.0854,0.1502,0.0870443652451763,1830.825,4.7392
"85","firm_spec","BB",-22.9722,8.5461,-18.235,-12.3115,-4.68,-1.0365,56.8385,0.631577909040284,-0.201213084661925,-0.259035000041303,1.2656,1.0334,0.4302,0.1231,0.0108104000078913,8921.224,-18.235
"86","firm_spec","BB",-0.6277,12.8351,1.4234,-0.7565,-0.2753,0.3159,34.1523,0.603799973796614,0.246694565738129,0.236767485043654,1.6899,0.9218,0.3689,0.2174,0.0918948800909789,4556.663,1.4234
"87","firm_inv","BBB",4.4691,7.2827,5.8532,21.4688,10.3973,12.2504,22.2597,0.519594727172187,0.375680062788748,0.662669789227166,1.1176,0.3128,0.0258,0.0092,0.0223863291771463,5606.1,5.8532
"88","firm_spec","B",1.7287,16.4917,12.8368,8.7719,1.7008,2.3486,60.6098,3.39626621983779,0.0323437823324266,0.48986406719061,3.0122,1.4369,0.7964,0.272,0.301087126584131,396.274,12.8368
"89","firm_inv","AA",0,20.0161,-3.0209,0,0,-0.4699,40.7303,0.905515832482125,0.00715015321756895,0.213114754098361,0.6483,0.6066,0.4724,0.0542,-0.0602655771195097,3916,-3.0209
"90","firm_spec","B",-1.3389,39.365,1.052,-0.3347,-0.1836,0.1007,22.5304,0.47241641337386,-0.213677811550152,1.30159635119726,2.3352,1.2161,1.0599,0.6709,0.0593211752786221,3948,1.052
"91","firm_inv","BBB",0.4939,15.8901,6.1842,-0.0525,0.2959,2.014,40.9222,0.606929522437746,-0.0156099903938521,0.334422568892954,1.7879,0.904,0.4723,0.1785,0.126200768491835,10797.252,6.1842
"92","firm_spec","BB",10.3624,21.1778,15.855,31.3088,10.6581,5.4902,41.4675,0.638688160088938,-0.223457476375764,0.747016706443914,1.1862,0.7208,0.3842,0.06,0.0433574207893274,1799,15.855
"93","firm_spec","B",-0.2087,21.768,1.8402,-0.2692,-0.1252,0.6783,28.8033,0.54595079424476,-0.372199576669399,0.538053169071162,1.0124,0.726,0.1846,0.0414,0.00262225027922109,350.081,1.8402
"94","firm_inv","BBB",11.0522,68.7672,46.2818,15.6898,1.5155,2.1644,71.7031,0.841273029273625,-0.184680548004659,1.10413435565881,1.3954,0.9733,0.6385,0.1671,0.0219821710338746,8663.43,46.2818
"95","firm_spec","BB",11.7344,24.3847,19.2139,28.2694,10.4388,6.103,28.0445,0.616623711340206,0.257248711340206,0.64813343923749,1.799,1.162,0.7625,0.1794,0.162048969072165,6208,19.2139
"96","firm_inv","A",16.8576,53.5734,32.4059,17.3206,3.74,2.1919,57.2062,0.791107480452795,0.00980277745361186,0.516438356164384,0.1527,0.1158,0,-0.6293,-0.144357567977594,8569,32.4059
"97","firm_inv","BBB",9.587,34.9558,19.9115,11.7064,2.7377,2.1429,48.4715,0.768006700167504,0.0659547738693467,1.28503562945368,1.1805,0.5772,0,0.1206,0.0159128978224456,4776,19.9115
"98","firm_inv","BBB",5.9621,26.8412,12.9764,4.7862,1.2369,0.925,53.773,0.766743095718832,0.0368228328941515,0.282760472610097,0.6743,0.3808,0.1085,-0.0817,-0.0415112419150611,29221,12.9764
"99","firm_inv","BBB",16.1999,30.1632,14.9708,9.1053,2.0165,4.503,13.7565,0.772717451324034,0.112740979041125,0.845427728613569,1.095,0.3599,0.3599,0.1043,0.00386526780784097,41653,14.9708
"100","firm_inv","A",4.1441,18.3958,12.4976,19.3707,3.6706,1.4961,126.1703,1.35648571055722,-0.408488842489886,0.0909719724427967,0.6171,0.17,0.17,-0.0489,-0.0644982382878768,214.564,12.4976
"101","firm_inv","A",-4.322,42.4954,19.4895,-11.0091,-0.747,0.7682,89.8439,0.936818430247032,0.0738434596487814,0.0804638088545327,1.1243,1.1021,1.0359,0.2528,0.0394641584804375,698.938,19.4895
"102","firm_spec","BB",0.7533,3.6323,1.9901,5.8397,2.1552,3.7113,32.6566,0.686160452859653,-0.056021862190123,0.155051120907982,1.0855,0.3271,0.024,0.0158,0.0355650985750537,2561.5,1.9901
"103","firm_inv","BBB",10.9518,25.8519,18.9659,6.056,3.3382,7.2054,27.642,0.447559432643005,-0.133848305254045,1.37197452229299,0.8611,0.5987,0.0446,-0.0085,-0.0072584404341746,15017,18.9659
"104","firm_inv","BBB",7.2487,25.8977,10.3007,3.896,1.8604,2.3299,26.6068,0.524833381628513,0.35954795711388,0.742486741308191,0.8214,0.34,0.0189,-0.0558,-0.0175601274992756,17255,10.3007
"105","firm_spec","BB",-15.5054,23.4921,-15.5476,-7.619,-3.3806,-1.1257,44.099,0.54624863616833,-0.127784610104865,0.508889405822145,1.959,1.7006,0.4806,0.3826,0.0533909746372404,4324.214,-15.5476
"106","firm_spec","BB",4.8474,37.1981,20.9406,21.7895,2.1058,2.017,66.8041,0.908532437947378,0.0254472431253576,0.911697247706422,0.6479,0.4001,0.0183,-0.0909,-0.0464139576563057,9262.3,20.9406
"107","firm_inv","AA",9.3816,-6.0681,10.8753,-8.9354,-4.5416,7.2807,11.0707,0.422175883618252,-0.045741631170565,0.42063951063534,0.7737,0.7587,0.6777,-0.7809,-0.0326433089079503,2492.762,10.8753
"108","firm_inv","BBB",-24.6797,30.6448,-9.7248,-13.062,-6.1042,-1.3988,27.4098,0.553520171181045,0.297218308021502,0.49704641350211,0.7308,0.4166,0.1024,-0.1456,-0.049945201189917,19161,-9.7248
"109","firm_inv","A",0.6348,12.5787,7.2638,1.217,0.4302,4.2171,24.0821,0.513101584203018,0.114423004730085,0.267236954662104,1.1015,0.4258,0.031,0.0184,0.0222614310383662,26638,7.2638
"110","firm_inv","BBB",70.8621,57.3157,57.6234,10.7016,5.5071,3.7629,39.8877,0.596948163366672,0.21068347425101,0.119576933895921,1.0124,0.2748,0.024,0.0036,-0.00366875126995236,14173.76,57.6234
"111","firm_spec","BB",16.2134,31.4293,24.2151,13.1736,6.7532,24.6501,38.7374,0.565010537450618,0.375779055511828,0.702271055316927,1.495,1.0014,0.8221,0.2342,0.0782503393177884,1599.533,24.2151
"112","firm_inv","BBB",6.094,32.5354,15.4065,15.3141,2.9028,2.785,60.2816,0.814092160045163,0.149848281702068,0.773909642088793,0.5026,0.3812,0,-0.1802,-0.0897254957307177,28342,15.4065
"113","firm_spec","BB",-1.9684,43.4636,7.13,-0.9341,-0.5057,0.7184,31.9869,0.420998424815219,-0.0116775717920756,2.03858317520557,2.6262,2.5702,1.9949,0.3383,0.0778807706288622,6602.4,7.13
"114","firm_inv","BBB",0.636,31.1043,11.2931,0.4213,0.2288,2.2802,30.1504,0.586307255214469,0.113089875961472,0.837770897832817,0.665,0.3944,0.2378,-0.0795,-0.0374887395190908,14431,11.2931
"115","firm_inv","BBB",3.0166,5.3737,3.6844,6.6017,2.5809,5.1324,9.0656,0.580963612885297,0.318268925813365,0.0266582402694293,1.0575,0.5026,0.2664,0.0198,0.0245073329921247,9298.319,3.6844
"116","firm_spec","BB",0.562,2.9631,1.1237,5.0007,1.7324,2.7102,23.3779,0.633398468868783,-0.0227795920552492,0.238151083791653,0.8757,0.2612,0.0836,-0.0093,-0.0411424594464372,7471.6,1.1237
"117","firm_inv","AA",15.3789,10.1499,-0.6342,20.0495,5.7012,-0.1237,43.5073,1.39118878371111,0.450872223785687,0.132799140188704,0.6757,0.1235,0.1235,-0.2212,-0.164593790321908,2636.594,-0.6342
"118","firm_inv","BBB",5.6949,14.9142,10.3848,11.1697,5.6535,6.3161,20.0689,1.33453081040801,0.414847770901849,0.72083451787145,1.9878,1.1534,0.2878,0.1287,0.133752975211752,1143.0699,10.3848
"119","firm_inv","BBB",1.5632,14.1372,9.7132,3.3839,1.7144,9.5522,14.1368,1.56757438224912,0.424609178013111,0.366379310344828,1.4849,0.7957,0.0466,0.078,0.094553706505295,1189.8,9.7132
"120","firm_inv","A",1.619,24.1989,1.3802,1.0374,0.5222,0.8916,19.6501,0.496854636874028,0.181427701742914,0.699765923370703,1.3575,0.7636,0.3716,0.1155,0.0327162859912967,88702,1.3802
"121","firm_spec","B",-8.6612,-3.7336,-6.3341,-63.1886,-11.6243,-2.3021,56.7833,0.762315191282181,-0.229889889800588,-0.0249604566860687,1.1951,0.3038,0.0073,0.0815,0.097101940589113,896.738,-6.3341
"122","firm_spec","BB",14.5575,10.3622,4.4028,35.8765,14.7654,2.4212,28.6225,0.497374830852503,-0.614993234100135,0.470663674254569,1.3373,0.7958,0.016,0.059,0.0569418132611637,1847.5,4.4028
"123","firm_spec","CCC",-11.8985,10.3701,-9.725,-8.8529,-3.2373,-0.9281,41.0021,0.643011294037848,-0.144443192242998,0.61777802109566,3.017,1.8602,1.6247,0.2807,0.116415061947108,949.439,-9.725
"124","firm_spec","BB",11.1828,33.4409,18.5484,6.1449,2.958,7.7009,23.4163,0.505992309635409,0.285806505936176,1.12954545454545,2.1645,1.36,0.6395,0.3033,0.0719077156249123,35629,18.5484
"125","firm_spec","BB",31.4657,80.9328,53.8111,27.7345,4.8241,2.5194,62.7449,0.805485542891734,0.0762169116856494,2.5664986032568,4.3883,4.0785,3.8077,0.6485,0.113417583112164,6138.572,53.8111
"126","firm_inv","BBB",9.8627,39.7128,22.0836,142.2078,5.6386,2.8396,49.0534,0.941268353639488,0.0615432677288347,0.215079201810327,0.5857,0.1003,0.0037,-0.3276,-0.251671352702281,16005,22.0836
"127","firm_inv","BBB",9.5554,33.0416,17.0482,14.659,4.4086,4.3466,44.8155,0.689342091687588,0.122915018743337,0.670904543559817,0.7038,0.3947,0.09,-0.1315,-0.0488702410840183,29077,17.0482
"128","firm_spec","B",8.4334,19.9192,15.6839,32.5217,13.0071,17.1224,23.3782,4.73001529879867,0.0916806696654476,1.31623128949081,1.4211,1.3352,0.0299,0.0516,0.0754155534344106,677.831,15.6839
"129","firm_inv","BBB",27.7449,26.3478,12.4485,24.6046,10.877,3.3902,26.5295,0.524055723107856,0.268454689070803,0.654099079351162,1.0158,0.8242,0.5191,-0.0796,0.002585092632486,27852,12.4485
"130","firm_inv","A",3.7568,13.3002,8.0347,9.7338,3.1407,3.7434,37.2376,0.677397868561279,0.17380510253512,0.449870753323486,0.5294,0.1989,0,-0.1047,-0.102878249636687,4954.4,8.0347
"131","firm_inv","AA",40.6359,92.991,9.10718639455782,1.2677,0.1121,-2.9861,83.5562,0.914801044495988,0.0799882864158899,-3.54100504982441,1.6497,1.3719,1.2968,0.0075,-0.105342360064876,11514.836,87.131
"132","firm_inv","BBB",7.0505,47.6429,19.9416,4.6913,1.5404,1.951,39.6599,0.575936704256093,-0.0848490360130957,0.611339359079704,1.2769,0.7576,0.2506,0.1352,0.0306475081847945,10996,19.9416
"133","firm_inv","A",1.857,36.431,20.9771,0.7007,0.3057,1.3173,50.9421,0.691519687453862,0.0129243279463038,0.660026041666667,1.0526,0.4025,0.1323,-0.1211,0.00458824999148221,88051,20.9771
"134","firm_inv","A",2.567,36.5534,21.0476,1.5895,0.4148,1.3659,51.0058,0.732377389386066,0.0179324774564765,0.514673587542424,0.8039,0.3055,0.0965,-0.1304,-0.0223445264438658,87941,21.0476
"135","firm_inv","BBB",8.1342,21.3875,14.0118,14.9607,7.2108,9.0319,38.6283,0.567949870445772,0.259055576119719,0.440401505646173,1.3148,0.7686,0.0565,0.1221,0.0597007032943789,3782.2,14.0118
"136","firm_inv","BBB",7.2444,17.1082,10.5373,14.0336,7.0333,11.9551,16.88,0.481767044903501,0.339879740083406,0.69137364027321,1.4164,0.959,0.0422,0.0707,0.079817670449035,2062.2,10.5373
"137","firm_inv","AA",3.9571,8.9534,0.9697,5.0477,1.6895,1.0718,6.3558,0.667539788687188,0,0.647526744393634,1.116,1.0688,0.2986,0.0104,0.00595966179792242,5670.456,0.9697
"138","firm_inv","AA",8.1229,15.0471,9.2498,2.5549,3.299,5.8989,11.5481,1,0.00699895264171282,0.453712288103156,1.1763,1.1193,0.9619,0.116,0.0226372459828513,1831.274,9.2498
"139","firm_inv","AA",13.9186,13.3511,7.8438,20.0495,4.7285,6.1842,0.076,1,0,0.432773109243697,1.6124,1.5893,1.4947,0.1699,0.063335143943509,9205,7.8438
"140","firm_inv","AA",10.8571,17.6005,11.8507,10.7859,4.7957,11.9276,9.4353,0.528110204185919,0,1.11599687040217,2.5625,2.4663,1.9982,0.2193,0.104011194946551,3052.806,11.8507
"141","firm_inv","AA",21.8767,63.5895,37.8571,7.6715,5.012,5.5929,26.1793,0.342057044129045,0,0.728702308699078,0.473,0.4179,0.3334,-0.0433,-0.0763386774896457,2094.063,37.8571
"142","firm_inv","BBB",7.3258,15.2584,10.8315,14.8587,9.0117,20.0833,11.8889,0.3775,0.428333333333333,1.50108932461874,2.0436,0.6427,0.1089,0.0948,0.133055555555556,3600,10.8315
"143","firm_inv","BBB",6.7256,34.7332,17.0824,5.5217,1.3203,1.6149,40.6048,0.686243737550552,0.114746182169373,0.522475189725628,0.8079,0.5832,0.0204,-0.1261,-0.0198587553570351,16567,17.0824
"144","firm_inv","BBB",7.1663,19.1756,10.6746,14.6969,5.2324,6.6917,33.2018,0.665703593727491,0.230837390027993,0.400004810856252,1.2125,1.0168,0.938,0.0358,0.0558908916768436,6164.296,10.6746
"145","firm_inv","BBB",1.1459,8.1439,4.698,7.3275,1.4442,4.2071,34.6308,0.610235597954989,0.176672113002688,0.407355382454348,1.4789,0.4923,0.3283,0.0733,0.098824645548938,37946,4.698
"146","firm_inv","A",4.2592,12.4381,6.6482,10.3517,4.4755,4.5821,23.0504,6.3685220571278,0.106109774981056,0.37156432662566,0.5332,0.2765,0.0725,-0.0732,-0.163443481698679,242.824,6.6482
"147","firm_inv","A",-7.5103,49.5529,19.9315,-5.7696,-1.0879,0.771,76.9354,0.81368889877257,0.226363484738978,0.838005339435545,1.3435,1.2208,1.0456,0.1023,0.0178042166255876,809.415,19.9315
"148","firm_spec","BB",-17.2232,-0.6265,-26.4865,-6.5836,-3.3614,-5.956,17.8806,0.479645977481623,-0.355647204517309,1.39928436118712,1.1627,0.2789,0.205,0.0515,0.00878239431019008,8801.7,-26.4865
"149","firm_spec","B",-49.354,-47.4059,-60.228,-71.5518,-28.7277,-11.2539,36.5659,0.664613518774257,-5.66303979227901,0.697790291759161,0.9058,0.5831,0.0762,-0.0124,-0.0194029294405043,1099.937,-60.228
"150","firm_inv","A",5.0566,5.8006,2.3202,21.7895,6.465,7.2054,26.8063,0.500543778542674,0.04722931342544,0.63375177947457,1.6312,1.5245,1.1888,0.0871,0.0778405113874295,1315.793,2.3202
